image_path,is_symmetric,good_matches_count
./dataset/train/fake/fake_train_1452.jpg,True,27
./dataset/train/fake/fake_train_1453.jpg,False,15
./dataset/train/fake/fake_train_1454.jpg,True,26
./dataset/train/fake/fake_train_1455.jpg,True,22
./dataset/train/fake/fake_train_1456.jpg,False,19
./dataset/train/fake/fake_train_1457.jpg,True,26
./dataset/train/fake/fake_train_1458.jpg,True,23
./dataset/train/fake/fake_train_1459.jpg,False,19
./dataset/train/fake/fake_train_146.jpg,True,34
./dataset/train/fake/fake_train_1460.jpg,False,13
./dataset/train/fake/fake_train_1461.jpg,False,12
./dataset/train/fake/fake_train_1462.jpg,True,26
./dataset/train/fake/fake_train_1463.jpg,False,20
./dataset/train/fake/fake_train_1466.jpg,True,30
./dataset/train/fake/fake_train_1467.jpg,True,28
./dataset/train/fake/fake_train_1468.jpg,True,24
./dataset/train/fake/fake_train_1469.jpg,True,22
./dataset/train/fake/fake_train_147.jpg,True,35
./dataset/train/fake/fake_train_1471.jpg,False,11
./dataset/train/fake/fake_train_1472.jpg,True,31
./dataset/train/fake/fake_train_1473.jpg,False,13
./dataset/train/fake/fake_train_1474.jpg,True,39
./dataset/train/fake/fake_train_1476.jpg,True,26
./dataset/train/fake/fake_train_1478.jpg,False,15
./dataset/train/fake/fake_train_1479.jpg,False,19
./dataset/train/fake/fake_train_148.jpg,True,29
./dataset/train/fake/fake_train_1480.jpg,False,20
./dataset/train/fake/fake_train_1481.jpg,False,19
./dataset/train/fake/fake_train_1483.jpg,True,23
./dataset/train/fake/fake_train_1485.jpg,False,16
./dataset/train/fake/fake_train_1486.jpg,True,38
./dataset/train/fake/fake_train_1487.jpg,True,22
./dataset/train/fake/fake_train_1488.jpg,True,27
./dataset/train/fake/fake_train_1489.jpg,False,11
./dataset/train/fake/fake_train_149.jpg,True,25
./dataset/train/fake/fake_train_1490.jpg,True,22
./dataset/train/fake/fake_train_1491.jpg,True,22
./dataset/train/fake/fake_train_1492.jpg,False,15
./dataset/train/fake/fake_train_1493.jpg,False,15
./dataset/train/fake/fake_train_1494.jpg,True,27
./dataset/train/fake/fake_train_1496.jpg,False,19
./dataset/train/fake/fake_train_1497.jpg,True,25
./dataset/train/fake/fake_train_1499.jpg,True,31
./dataset/train/fake/fake_train_15.jpg,False,15
./dataset/train/fake/fake_train_150.jpg,True,35
./dataset/train/fake/fake_train_1500.jpg,True,33
./dataset/train/fake/fake_train_1501.jpg,True,23
./dataset/train/fake/fake_train_1503.jpg,False,16
./dataset/train/fake/fake_train_1504.jpg,False,18
./dataset/train/fake/fake_train_1505.jpg,True,32
./dataset/train/fake/fake_train_1506.jpg,True,30
./dataset/train/fake/fake_train_1507.jpg,True,36
./dataset/train/fake/fake_train_1508.jpg,True,25
./dataset/train/fake/fake_train_1509.jpg,True,27
./dataset/train/fake/fake_train_151.jpg,True,30
./dataset/train/fake/fake_train_1510.jpg,False,17
./dataset/train/fake/fake_train_1511.jpg,True,22
./dataset/train/fake/fake_train_1512.jpg,True,26
./dataset/train/fake/fake_train_1513.jpg,True,24
./dataset/train/fake/fake_train_1514.jpg,True,22
./dataset/train/fake/fake_train_1515.jpg,True,28
./dataset/train/fake/fake_train_1517.jpg,False,19
./dataset/train/fake/fake_train_1518.jpg,True,44
./dataset/train/fake/fake_train_1519.jpg,True,26
./dataset/train/fake/fake_train_152.jpg,True,24
./dataset/train/fake/fake_train_1520.jpg,True,24
./dataset/train/fake/fake_train_1521.jpg,False,20
./dataset/train/fake/fake_train_1522.jpg,True,24
./dataset/train/fake/fake_train_1523.jpg,True,23
./dataset/train/fake/fake_train_1524.jpg,True,22
./dataset/train/fake/fake_train_1525.jpg,False,20
./dataset/train/fake/fake_train_1526.jpg,False,10
./dataset/train/fake/fake_train_1528.jpg,False,16
./dataset/train/fake/fake_train_1529.jpg,False,17
./dataset/train/fake/fake_train_153.jpg,True,29
./dataset/train/fake/fake_train_1530.jpg,True,22
./dataset/train/fake/fake_train_1531.jpg,False,19
./dataset/train/fake/fake_train_1532.jpg,True,26
./dataset/train/fake/fake_train_1534.jpg,False,17
./dataset/train/fake/fake_train_1535.jpg,False,21
./dataset/train/fake/fake_train_1538.jpg,False,12
./dataset/train/fake/fake_train_1539.jpg,False,15
./dataset/train/fake/fake_train_154.jpg,True,47
./dataset/train/fake/fake_train_1540.jpg,False,21
./dataset/train/fake/fake_train_1541.jpg,True,23
./dataset/train/fake/fake_train_1542.jpg,False,18
./dataset/train/fake/fake_train_1543.jpg,False,12
./dataset/train/fake/fake_train_1544.jpg,True,29
./dataset/train/fake/fake_train_1545.jpg,True,29
./dataset/train/fake/fake_train_1546.jpg,False,16
./dataset/train/fake/fake_train_1547.jpg,False,17
./dataset/train/fake/fake_train_1548.jpg,True,30
./dataset/train/fake/fake_train_1549.jpg,True,23
./dataset/train/fake/fake_train_155.jpg,False,19
./dataset/train/fake/fake_train_1550.jpg,True,36
./dataset/train/fake/fake_train_1551.jpg,True,48
./dataset/train/fake/fake_train_1552.jpg,True,23
./dataset/train/fake/fake_train_1553.jpg,True,24
./dataset/train/fake/fake_train_1555.jpg,False,15
./dataset/train/fake/fake_train_1556.jpg,False,10
./dataset/train/fake/fake_train_1558.jpg,False,20
./dataset/train/fake/fake_train_1559.jpg,False,15
./dataset/train/fake/fake_train_156.jpg,False,14
./dataset/train/fake/fake_train_1560.jpg,True,25
./dataset/train/fake/fake_train_1565.jpg,False,10
./dataset/train/fake/fake_train_1566.jpg,True,23
./dataset/train/fake/fake_train_1567.jpg,False,16
./dataset/train/fake/fake_train_1568.jpg,True,23
./dataset/train/fake/fake_train_157.jpg,True,31
./dataset/train/fake/fake_train_1570.jpg,True,36
./dataset/train/fake/fake_train_1571.jpg,True,26
./dataset/train/fake/fake_train_1572.jpg,True,27
./dataset/train/fake/fake_train_1573.jpg,True,46
./dataset/train/fake/fake_train_1574.jpg,False,11
./dataset/train/fake/fake_train_1575.jpg,False,20
./dataset/train/fake/fake_train_1576.jpg,True,31
./dataset/train/fake/fake_train_1577.jpg,False,17
./dataset/train/fake/fake_train_1578.jpg,True,22
./dataset/train/fake/fake_train_1579.jpg,True,26
./dataset/train/fake/fake_train_1580.jpg,True,31
./dataset/train/fake/fake_train_1581.jpg,True,25
./dataset/train/fake/fake_train_1582.jpg,True,22
./dataset/train/fake/fake_train_1583.jpg,False,10
./dataset/train/fake/fake_train_1584.jpg,True,24
./dataset/train/fake/fake_train_1585.jpg,True,27
./dataset/train/fake/fake_train_1586.jpg,False,19
./dataset/train/fake/fake_train_1588.jpg,False,13
./dataset/train/fake/fake_train_1589.jpg,False,21
./dataset/train/fake/fake_train_159.jpg,True,32
./dataset/train/fake/fake_train_1590.jpg,True,25
./dataset/train/fake/fake_train_1591.jpg,True,23
./dataset/train/fake/fake_train_1592.jpg,True,29
./dataset/train/fake/fake_train_1593.jpg,True,23
./dataset/train/fake/fake_train_1595.jpg,False,12
./dataset/train/fake/fake_train_1596.jpg,True,49
./dataset/train/fake/fake_train_1597.jpg,True,22
./dataset/train/fake/fake_train_1598.jpg,False,9
./dataset/train/fake/fake_train_1599.jpg,True,22
